Title,Abstract,Authors,DOI,Journal
Effect Of The Implemention Of Multidimentional Infection Control Measures On Healthcare Associated Infections In An Intensive Care Unit,"Background: There was an outbreak of carbapenem resistant Klebsiella pneumoinae (CRKP) in our intensive care unit (ICU) for that multi-faceted interventions were implemented in two stages since 2015. We hypothesized that the infection control response may have had a secondary benefit of reducing incidence of healthcare associated infections (HAIs). Methods:We implemented first stage of infection controlmeasures since October 2015 including complete terminal disinfection and cohort isolation of patients with CRKP or CRPAor VRE. Second stage of interventions started since April 2016 and comprised applying chlorhexidine (CHG) bathing to patients in ICU aswell as finding and disinfection or eradication of niduses from which MDRO were cultured. The items of niduses discovered were feeding cups and plastic baskets belonging to individual bed but not individual patient, working tables of nurses, and two communal bedpans. We analyzed data retrospectively from a prospective infection control database since May 2015 at the ICU of 41 beds and calculated the monthly trends of HAIs before and after two stages of infection control measures in ICU after adjusting the effects of hand hygiene and antibiotics usage. In order to assess the changes of HAIs in 3 periods, we used the generalized additive model (GAM). The fixed effects were period, time (per 1 month), DID, the compliance and the accuracy of hand washing, and the random effect was period∗time. The random effect showed the change of HAIs after interventions. (Figure presented) Results: After implementation, the trend of UTI showed reversely downward although the trend of HAP was as same as before (Figure). Therewas a significant reduction trend in UTI after second stage of interventions (RR 0.48, 95%CI 0.23-0.99) (Table). (Table presented) Conclusion: Active surveillance of bacterial niduses and CHG bathing have significant effect in controlling a CRKP outbreak as well as in reducing UTI in an ICU.","Lee Y.-L., Ho C.-H., Kuo T.-T.",No DOI,International Journal Of Antimicrobial Agents
Improved Pedicle Flap Survival With Hypoxia-Inducible Factor Dna Plasmid,"INTRODUCTION: Hypoxia-inducible factor-1 (HIF-1) is known to produce multiple angiogenic transcription products including vascular endothelial growth factor, platelet-derived growth factor, angiopoietin I and II, and others. In plastic and reconstructive surgery, surgical skin flaps are frequently used to repair acquired and congenital defects. Necrosis of the distal flap is a common complication resulting from poor blood supply to the distal flap. Improving blood flow to such flaps utilizing HIF-1 is an attractive strategy for improving flap survival. Our objective was to explore the feasibility of a local injection of DNA mini-plasmid encoded to express a degradation-resistant HIF-1 construct with Chitosan nanoparticles to improve the survival of ischemic skin flaps in aged rats. METHODS: We previously showed that our preparation of chitosan nanoparticles improves DNA transfection, and that the HIF DNA plasmid produces HIF-1. Two-year-old Sprague Dawley rats were prophylactically infused intradermally in the marked region of dermis where the flaps would be made. The treatment group received 50\iL of 1 ig/L HIF nanoparticle complex, while the controls received 50\iL saline sham injection. One week later, we raised two 1.6 X 8 cm silicone isolated pedicle flaps. Surviving flap area and blood flow measured by Doppler imaging were compared for the treatment and control groups. RESULTS: The viability of treated flap was significantly enhanced, with increased regional blood perfusion compared with that in the control group. CONCLUSIONS: Local injection of HIF-1 expressing DNA plasmid promotes the viability of dermal pedicle grafts. This approach has potential clinical application in many fields of surgery.","Habibabady Z.A., Lay F., Sebastilan R., Born L.J., Wu L., Ng C., Ahmed A.K., Marti G.P., Harmon J.W.",No DOI,Journal Of The American College Of Surgeons
Effect Of The Implemention Of Multidimentional Infection Control Measures On The Prevalence Of Carbapenem-Resistant Klebsiella Pneumoniae In An Intensive Care Unit,"Background: There was an outbreak of carbapenem resistant Klebsiella pneumoinae (CRKP) in our intensive care unit (ICU) for that multi-faceted interventions were implemented in two stages since 2015. Methods: We implemented first stage of infection control measures since October 2015 including complete terminal disinfection and cohort isolation of patients with CRKP. Second stage of interventions started since April 2016 and comprised applying chlorhexidine (CHG) bathing to patients in ICU as well as finding and disinfection or eradication of niduses from which multiple drug resistant organisms (MDRO) were cultured. The items of niduses discovered were feeding cups and plastic baskets belonging to individual bed but not individual patient, working tables of nurses, and two communal bedpans. We analyzed data retrospectively from a prospective infection control database since May 2015 at the ICU of 41 beds and calculated the monthly trend of CRKP before and after two stages of infection control measures in ICU after adjusting the effects of hand hygiene and antibiotics usage. In order to assess the changes of CRKP in 3 periods, we used the generalized additive model (GAM). The fixed effects were period, time (per 1 month), DID, the compliance and the accuracy of hand washing, and the random effect was period∗time. The random effect showed the change of CRKP after interventions. Results: The upward trend of CRKP turned downward after second stage of interventions significantly (Figure). Second stage of interventions showed significant effect (RR 0.53, 95%CI 0.37- 0.78) (Table). The fixed effects of hand hygiene and DID were nonsignificant. (Figure presented) (Table presented) Conclusion: The upward trend of proportion of CRKP was reversed after second stage of interventions, implying active surveillance of bacterial niduses and CHG bathing have significant effect in controlling a CRKP outbreak.","Lee Y.-L., Ho C.-H., Kuo T.-T.",No DOI,International Journal Of Antimicrobial Agents
An Inhibitor Of Rgd Binding Integrins Attenuates Hepatic Stellate Cell Activity Via Inhibition Of The Integrin-Activated Fak-Akt Pathway,"Background: Liver fibrosis is one of the most serious complications of advanced chronic liver disease and hepatic stellate cells (HSCs) have a pivotal role in hepatic fibrogenesis. CWHM12, an analog of the Arg-Gly-Asp (RGD) amino acid sequence found in specific integrins, has been shown to improve liver fibrosis via blocking transforming growth factor beta (TGF-β) release from the latent TGF-β complex. However, the possibility that CWHM12 could also have direct effects on HSC activation and proliferation has not been explored The aim of this study was to clarify the mechanism of the antifibrotic effect of CWHM12 in the HSCs. Methods: We used the immortalized human hepatic stellate cell line, LX2 cells which were kindly provided by Dr Scott Friedman, for evaluating the impact of the RGD binding integrin disruption by CWHM12. Cells were cultured in DMEM supplemented with 1% antibiotics, GlutaMAX and 2% FBS on collagen-coated plastic dishes. CWHM12 was synthesized by the Saint Louis University Center for World Health and Medicine Cell viability was evaluated by MTS assay Total and membrane protein were prepared from LX2 cells and subjected to SDS-PAGE, followed by immunoblotting Cell cycle distribution and apoptosis of LX2 cells were evaluated by flow cytometric analysis. All results were evaluated by at least three independent experiments Data were analyzed by two-tailed independent Student's t-test for comparing two means of unpaired samples or analysis of variance (ANOVA) with Tukey's honestly significant difference (HSD) test used as post-hoc analysis for comparing means of three or more samples and presented as the mean ± standard error of mean (SEM) as indicated in each figure legend. p values < 0 05 were considered statistically significant. Results: CWHM12 inhibited the interaction between the extracellular matrix (ECM) and RGD-binding integrins expressed by LX2 cells and reduced downstream FAK phosphorylation and consequently AKT phosphorylation. Reduced activation of AKT led to apoptosis via increased p53 and decreased B-cell lymphoma 2 (BCL-2) levels, cell cycle arrest at the G1 phase via cyclin D1 reduction, and inhibition of proliferation via suppression of mammalian target of rapamycin complex 1 (mTORC1) Furthermore, CWHM12 decreased both TGF-β receptor I and II plasma membrane expression with a decrease in downstream SMAD3 phosphorylation and TGF-β-mediated gene transcription and alpha-smooth muscle actin (α-SMA) expression In summary, blocking integrin signaling with CWHM12 promoted apoptosis and downregulated the delivery of TGF-β receptor to the cell surface and suppressed TGF-β signaling in LX2 cells Conclusion: These results indicate that CWHM12 may suppress activated HSC by blocking the integrin-FAK-AKT signaling pathway and reducing TGF-β receptor expression, mechanisms which may be valuable in reducing and reversing hepatic fibrosis.","Noritake H., Ulmasov B., Talkad V., Kobayashi Y., Neuschwander-Tetri B.A.",No DOI,Hepatology V70 Suppl.1 2019
Use Of Accelerated Fatigue Testing As A Simple In Vitro Test For Assessing Materials For The Surgical Treatment Of Stress Urinary Incontinence And Pelvic Organ Prolapse,"HYPOTHESIS / AIMS OF STUDY: Some mesh material used in surgical treatment of stress urinary incontinence (SUI) and pelvic organ prolapse (POP) is associated with serious complications in patients (1). Increasing amount of evidence suggests that PPL material is not biomechanically compatible with the dynamic environment of the female pelvic floor. All meshes implanted in this site will undergo continuous deformation for decades. Materials which undergo irreversible plastic deformation under repeated loading may lead to material failure and/or change in the mechanical properties of the mesh. Although the uniaxial mechanical testing of mesh materials is reported (2), we were unable to find published studies of fatigue testing of these materials. We hypothesized that a test as simple as three-day fatigue testing would be sufficient to distinguish between materials which have already been found to cause complications clinically and newer materials yet to be tested clinically. We propose this as an easy way to eliminate materials will are mechanically inappropriate for implantation in the pelvic floor. Our aim was to test the hypothesis that a very simple fatigue testing regime would be sufficient to identify those materials which have previously caused problems clinically in a comparison of 4 commercial meshes and two new electro-spun materials not yet evaluated in the clinic. Uniaxial tensile properties were compared before and three days of continuous 25% dynamic distension applied using a dynamic bio-reactor. STUDY DESIGN, MATERIALS AND METHODS: Two electrospun materials made of polyurethane (PU) and ureidopyrimidinone-polycaprolactone (UPy) that have not yet been evaluated in the clinic and four other commercially available meshes were included in the study. Two of the meshes were fabricated from PP, a heavy weight PP mesh, Gynemesh® (Johnson & Johnson) and a new ultra-light weight PP mesh, Restorelle® (Coloplast, Humlebaek, Denmark). The two other commercially available materials were made of polyvinylidene fluroride (PVDF) DynaMesh®-EN-DOLAP and Dynamesh®-PR4 (Dynamesh, Aachen, Germany). A tensiometer (BOSE Electroforce test instruments, Minnesota, USA) was used to perform the uniaxial tensile test and cyclic testing (Figure 1). Samples (n=6, for each material) were cut keeping uniform width and length (30mm × 5mm). For the cyclic test, the material was stretched for 10 cycles at a rate of 1 mm/s and the displacement was adjusted to 25% of its original length. Plastic deformation was measured as the initial % of strain for each sample at the tenth cycle without an increase in stress due to this plastic deformation. For uniaxial tensile testing, a force was applied at a rate of 0.1 mm/s and a displacement of 7mm. Stress vs strain plots are shown as strength (yaxis, MPα) by % of displacement (x axis, %). The initial linear gradient of each plot was taken as the Young's modulus (N/mm2), which is used to measure the stiffness of the material. The failure point was used to measure the ultimate tensile strength (UTS) (y axis) and the maximum strain (x axis). Simulated fatigue testing was performed using a TC-3 load bioreactor (Ebers Medical Technology SL, Zaragoza, Spain) and samples were subjected to cyclic uniaxial distension using 25% elongation, 0.1 mm/s rate and 18 cycles per minute over 3 days in phosphate buffered solution at 37°C, 5% CO2. Samples were then re-assessed using the uniaxial tensile test as above. RESULTS: In uniaxial testing, the first thing to note is that most of the materials were able to be stretched until the end of the test (an 80% distension) without significant breaks (Figure 2). Both of the electrospun materials, PU and UPy coped with this 80% deformation whilst maintaining a constant resistance to applied force. Cyclic testing showed that the main change in the mechanical behavior of the different materials happened between cycle 1 and cycle 2 for all materials with permanent mechanical deformation especially for the 4 meshes. After fatigue testing for three days, all commercial meshes failed before they reached 80% strain while the two electro-spun meshes as before coped with 80% displacement (Figure 2). INTERPRETATION OF RESULTS: Our study demonstrates that the currently used PP and PVDF meshes are strong but rigid materials which plastically deform after just 3 days of stretching on a regular dynamic cycle whereas the 2 new materials, each based on electro-spun materials, have more elastic properties with much less deformation. CONCLUDING MESSAGE: We suggest that a test as simple as this three-day fatigue testing is sufficient to distinguish between materials which have already been found to cause complications clinically and newer materials yet to be tested clinically which will hopefully prove more mechanically appropriate for implantation in the pelvic floor.","Roman S., Mangir N., Hympanova L., Deprest J., Chappie C.R., Macneil S.",No DOI,Neurourology And Urodynamics
Susceptibility Of Field-Collected Aedes Aegypti (L.) To Conventional Insecticides In Coastal Kenya,"Aedes aegypti are the vectors for many important arboviruses in Kenya, and control options are limited. We evaluated the susceptibility of field populations of nonblood-fed Aedes aegypti mosquitoes to four conventional insecticides: permethrin, 0.75%; deltamethrin, 0.05%; bendiocarb, 1%; and fenitrothion, 1%; according to WHO standard procedures. We also determined the efficacy and residual activity of a water dispersible formulation of the biolarvicide Bacillus thuringiensis var Israelensis (Bti) (VectoBac® WG) under semi-field conditions during the dry and wet seasons. Three concentrations of larvicide in 2-L plastic trays were used in this study: 1×, 10× and 20× the manufacturer's recommended dosage (8mg/L, 80mg/L and 160mg/L respectively). Bioassays of adults showed full susceptibility to permethrin and fenitrothion. A low level of resistance was observed for deltamethrin and bendiocarb with 86 and 84% mortality, respectively. Knockdown rate for the first 20 min was notably higher (>90%) for both deltamethrin and permethrin than for bendiocarb and fenitrothion (<10%). Bti was effective under semi-field conditions for an average of 16 days at 8 and 80mg/L and for 22 days at 160mg/L, with 100% mortality during the dry season. In the wet season Bti efficacy at 80 and 160 mg/L lasted for 22 days. The results of this study suggest a need to monitor for developing resistance along the Kenya coast in order to recommend suitable adulticides and dosages for Ae. aegypti control, especially given the recent outbreaks of dengue and chikungunya.","Ngugi H.N., Mutuku F.M., Ndenga B.A., Irungu L.W., Krystosic A.R., Kitron U., La Beaud A.D.",No DOI,American Journal Of Tropical Medicine And Hygiene
Persistence Of Akt1 Low Quiescent Cancer Cells After Neoadjuvant Chemotherapy In Triple Negative Breast Cancer Patients,"Background: The mechanisms that allow triple negative breast cancer (TNBC) tumors to survive neoadjuvant chemotherapy (NACT) are incompletely understood. Evidence suggests that proliferative heterogeneity may contribute to primary chemotherapy resistance in patients with localized triple negative breast cancer. However, the detailed characterization of a drug-resistant cancer cell state in residual TNBC tissue after NACT has remained elusive. AKT1(low) quiescent cancer cells (QCCs) are a quiescent, epigenetically plastic, and chemotherapy resistant subpopulation initially identified in experimental cancer models. Here, we asked whether AKT1(low) QCCs actually exist in primary tumors from patients with TNBC and persist after treatment with NACT. Methods: We identified QCCs in primary and metastatic human breast tumors using automated, quantitative, immunofluorescence microscopy coupled with computational and statistical analysis. We obtained pretreatment biopsy, post-treatment mastectomy, and metastatic specimens from a retrospective cohort of TNBC patients treated with neoadjuvant chemotherapy at Massachusetts General Hospital (n = 25). Using automated quantitative immunofluorescence microscopy, QCCs were identified as AKT(low)/ H3K9me2(high) HES1(high) cancer cells using prespeciced immunofluorescence intensity thresholds. QCCs were represented as 2D and 3D digital tumor maps and QCC percentage (QCC-P) and QCC cluster index (QCC-CI) were determined for each sample. Results: We found that QCCs exist as non-random and heterogeneously distributed clusters within primary tumors. In addition, these QCC clusters are enriched after treatment with multi-agent, multi-cycle, neoadjuvant chemotherapy in both residual primary tumors as well as nodal and distant metastases in patients with triple negative breast cancer. Conclusions: Together, these data qualify QCCs as a non-genetic mechanism of chemotherapy resistance in triple negative breast cancer patients that warrants further study.","Kabraji S.K., Sole X., Huang Y., Bango C., Bowden M., Bardia A., Sgroi D., Loda M., Ramaswamy S.",No DOI,Journal Of Clinical Oncology
Esrd With Cardiac Ascites Managed With Pleurx Drainage System,"Introduction: The PleurX drainage system has been used to manage fluid from malignant and nonmalignant pleural effusions or malignant ascites at home, with more than 500,000 patients treated since 1997. We present a case of end-stage renal disease (ESRD) with refractory cardiac ascites managed with PleurX drainage system. Case Description: A 65-year-old white Veteran presented with advanced heart failure (NYHA Class 4), multiple admission and diuretic-resistant edema formation with stage 5 CKD. While peritoneal dialysis (PD) would have been ideal, he was legally blind and did not have any family support for assisted PD. His medical scenario was initially stabilized with frequent hemodialysis (HD; x4/week) but he experienced recalcitrant ascites formation with severe and symptomatic intra-dialytic hypotension with net ultrafiltration. Moreover, the need for repeated paracentesis every 2 weeks posed a major emotional burden for our patient, including the discomfort and additional time-commitment of the procedure. After appropriate discussion and consenting with the patient, we requested a tunneled, single-lumen catheter placed into the abdominal cavity (PleurX drainage system; originally designed for repeated evacuation of pleural fluid accumulation), 4 months after HD initiation. Tolerability of HD improved and peripheral edemas well-controlled thereafter. Home health monitors his care and performs draining at least x3/week. Exit site care completed with local gentamycin cream and no interval peritonitis was observed so far (9 months). Discussion: Cardio-renal ascites formation may represent a challenge to remove in those with coexisting severe heart failure and ESRD. Ascites fluid accumulation represents the hemodynamic “sinkhole” for patient with cardiac ascites and may be difficult to mobilize these during conventional HD. Plastic catheters in the blood stream are more likely to cause bacteremia than those placed in visceral surfaces (pleura, abdominal cavity). In those ESRD patients with cardiac and cirrhotic ascites, who cannot perform PD, establishing alternative and less-traumatic method of ascites drainage with PleurX drainage system may simplify the care and improve tolerability of HD.","Okamoto K., Perry A.M., Jenssen F., Ullian M.E., Fulop T.",No DOI,Journal Of The American Society Of Nephrology
Platelet-Rich Plasma With Microneedling In Androgenetic Alopecia: Study Of Efficacy Of The Treatment And The Number Of Sessions Required,"Background: Platelet-rich plasma (PRP) is a simple and safe procedure, which has been used for soft tissue and wound healing. PRP has been used in dermatology for skin rejuvenation and alopecia. Objective: The objective of our study was to study efficacy of PRP with microneedling in patients with androgenetic alopecia (AGA) and to assess number of sessions required for a patient. Materials and Methods: Sixty patients diagnosed with AGA were studied between August 2016 and October 2018 who did not respond to minoxidil and finasteride. PRP was prepared by centrifugation of patients' blood. PRP with microneedling was done for all patients under aseptic conditions. Four to six sessions were done at an interval of 4 weeks. Subjective and objective scores were assessed based on a visual analog global score. Assessment was done at the first session, every next sitting, and 4 weeks after the last sitting. Follow-up was done at 3rd and 6th month after the last sitting. Results: According to subjective scores, two patients (3.33%) had excellent results, 24 (40%) very good, 22 (36.6%) good, 6 (10%) fair results, and 6 (10%) did not have any response. Objective assessment scores showed that two patients (3.33%) had excellent results, 26 (43.3%) very good, 21 (35%) good, 7 (11.6%) had fair results, and 4 (6.7%) did not have any response. Fifty patients underwent four sessions out of which 40 (i.e. 66%) patients had very good results. Only 10 patients required more than four sessions to achieve good results. Patients were happy with four sessions. There were no side effects noted either during or after the treatment. Conclusion: This study shows PRP with microneedling as an efficacious treatment for AGA and augments the effects of conventional treatment. This study sets example for assessing the number of PRP sessions. A minimum of four sessions is required to achieve very good results.","Yepuri V., Venkataram M.",No DOI,Journal Of Cutaneous And Aesthetic Surgery
Topological Network Analysis Of Differentially Expressed Genes In Cancer Cells With Acquired Gefitinib Resistance,"Background/Aim: Despite great effort to elucidate the process of acquired gefitinib resistance (AGR) in order to develop successful chemotherapy, the precise mechanisms and genetic factors of such resistance have yet to be elucidated. Materials and Methods: We performed a cross-platform meta-analysis of three publically available microarray datasets related to cancer with AGR. For the top 100 differentially expressed genes (DEGs), we clustered functional modules of hub genes in a gene co-expression network and a protein-protein interaction network. We conducted a weighted correlation network analysis of total DEGs in microarray dataset GSE 34228. The identified DEGs were functionally enriched by Gene Ontology (GO) function and KEGG pathway. Results: We identified a total of 1,033 DEGs (510 up-regulated, 523 down-regulated, and 109 novel genes). Among the top 100 up- or down-regulated DEGs, many genes were found in different types of cancers and tumors. Through integrative analysis of two systemic networks, we selected six hub DEGs (Pre-B-cell leukemia homeobox1, Transient receptor potential cation channel subfamily C member 1, AXL receptor tyrosine kinase, S100 calcium binding protein A9, S100 calcium binding protein A8, and Nucleotide-binding oligomerization domain containing 2) associated with calcium homeostasis and signaling, apoptosis, transcriptional regulation, or chemoresistance. We confirmed a correlation of expression of these genes in the microarray dataset. Conclusion: Our study may lead to comprehensive insights into the complex mechanism of AGR and to novel gene expression signatures useful for further clinical studies.","Lee Y.S., Hwang S.G., Kim J.K., Park T.H., Kim Y.R., Myeong H.S., Kwon K., Jang C.S., Noh Y.H., Kim S.Y.",No DOI,Cancer Genomics And Proteomics
Development Of A Flexible Port For Repeated Biopsy Of Spontaneous Ovarian Cancer In Domestic Laying Hen (Gallus Gallus Domesticus),"Ovarian cancer is diagnosed in approximately 225,000 women per year accounting for 4% of all cancer cases worldwide on an annual basis. There is an estimated 140,000 deaths per year that are attributed to ovarian cancer. Diagnosis at advanced stages and resistance to treatments contribute to the high 5-year mortality rate. Domestic laying hens (Gallus gallus domesticus) have been identified as a spontaneous model for ovarian cancer with the potential, once fully characterized, to be the first predictive model and model for therapeutic trials. The chicken develops spontaneous and progressive ovarian cancer that have epidemiologic, morphologic, and molecular traits that are similar to humans. The incidence of spontaneous ovarian cancer in chickens ranges somewhere between 40-70% in chickens over 2 years of age. This is a consequence of constant ovulation resulting in DNA damage and repair of ovarian epithelial cells leading to ovarian cancer, similar to postmenopausal women which account for over half the diagnosed cases of ovarian cancer in women. Chickens make an ideal model due to their limited genetic diversity and predictable age of onset of disease. The development of this model will allow for development of predictive assays and allow for new therapeutics to be tested on spontaneously occurring ovarian cancer. Currently, the only way to diagnose chickens with ovarian cancer is to do invasive endoscopy. Development of surgically implanted ports created with a 3D printer allows for a minimally invasive repeated visualization of the ovary, following the progression of disease, repeated sampling, and treatment monitoring. This allows for the endoscopic visualization and biopsy of the ovary to change from requiring a surgical procedure to only being an anesthetic event. The original design was a hard plastic port that was easily implanted but suffered the complication of rejection. The material was then switched to a soft, flexible silicone and the shape was adjusted to accommodate the location. The new material and design has shown no evidence of port rejection, allowed endoscopic visualization of the ovary, and ports have remained implanted for over 9 months.","Galaviz S., Richert A.T., Smith B.D.",No DOI,Journal Of The American Association For Laboratory Animal Science
"Tumstatin 185-191 Increases The Sensitivity Of Non-Small Cell Lung Carcinoma Cells To Cisplatin By Blocking Proliferation, Promoting Apoptosis And Inhibiting Akt Activation","Purpose: This study aimed to investigate the synergistic anti-tumor effects of tumstatin 185-191 and cisplatin in non-small cell lung carcinoma cells (NSCLC) (A549 cells and cisplatin resistant A549/DDP cells), and the potential role of Akt signaling pathway was also explored. Methods: A549 or A549/DDP cells were treated with Tum185-191 or Tum185-191 plus cisplatin. Cell viability was assessed by modified MTT assay. 50% inhibiting concentration (IC<inf>50</inf>) and reversing drug-resistance index (RI) of chemotherapeutics were determined by MTT assay. Cell apoptosis was measured by Hoechst 33258 staining and flow cytometry. The activation of Akt signaling pathway was evaluated by immunocytochemistry and Western blot assay. Results: Tum185-191 inhibited the proliferation of A549 cells and A549/DDP cells. In the presence of Tum185-191 (20 and 40 µM), IC<inf>50</inf> of cisplatin reduced significantly in A549 cells and A549/DDP cells. Combined use of tumstatin 185-191 and cisplatin exerted synergistic effects in promoting apoptosis. A549 and A549/DDP cells had a high expression of p-Akt, and Tum185-191, but not cisplatin, significantly inhibited p-Akt expression. Combined use of cisplatin and Tum185-191 failed to further inhibit p-Akt expression. After Tum185-191 treatment, the increased p-Akt expression was observed at 15 min, peaked at 30-60 min, but disappeared at 120 min. Conclusion: Tum185-191 increases the apoptosis, inhibit the proliferation, enhance the sensitivity of A549 cells to cisplatin and also partly reverse the resistance of A549-DDP cells to cisplatin, which is at least partially mediated by inactivating Akt pathway. These findings provide evidence for the chemotherapy of NSCLC with Tum185-191 and cisplatin.","Wang W., Chen P., Tang M., Li J., Pei Y., Cai S., Zhou X., Chen S.",No DOI,American Journal Of Translational Research
Successful Management Of A Case Of Severe Toxic Epidermal Necrolysis (Ten) (90%) With Acinetobacter Sepsis In A Non Burn Icu Center,"Introduction:. Toxic epidermal necrolysis is an acute inflammatory skin reaction and is the most severe form of drug-induced skin reaction and includes denudation of >30% of total body surface area(1).The average reported mortality rate of TEN is 35-55%; it can be even higher in elderly patients and those with a large surface area of epidermal detachment.(2). There is a significant associated mortality rate which is largely due to secondary infection and multi-organ dysfunction syndrome(3). Carbamazepine, was found as the most common offending drug in India in this series(4) Discontinuation of the offending drug and prompt referral to a burn unit are generally agreed upon steps but specific management guidelines not available(5).Here we report a successful management of a severe case of TEN with 90 % involvement of skin complicated by secondary Acinetobacter infection in a makeshift ICU Room, as we did not have a separate Burns ICU. CASE DESCRIPTION. A 26 year old male with no co morbidities was admitted to a private hospital after he developed wounds in mouth and fluid filled lesions all over body. He was recently started on oxy carbamazepine for alcoholic withdrawal. As the skin lesions were increasing and patient started having fever he was referred to Lakeshore hospital for further care. He was admitted to MICU. Septic workup, Routine Blood investigations, HIV, HbsAg, HCV, VDRL and ANA sent all negative on admission. Rt femoral trple lumen catheter insertion done for iv access as the sampling and peripheral iv access was difficult. Skin examination revealed diffuse regions of skin sloughing with necrosis and a mildly erythematous base along the dermis; there were many bullae and vesicles. Over 60-70% of the patient's total body surface area (BSA) was involved on admission which later progressed to involve 90% of skin. The non-affected area of the patient's skin easily sloughed with lateral traction. The oral mucosa was injected and sloughing apparent. Cornea was spared. And on D2 patient was moved out of ICU to a separate isolation room with monitor and ICU nurse as he has high risk for secondary infection. Plastic surgeon advised Bactigras dressing for exposed areas and other supportive therapy. Skin biopsy report was consistent with STEVEN JOHNSON SYNDROME. SCORTEN score was 4, with an expected mortality of 58.3%.Tab acyclovir added on D4. His course of illness was complicated with multidrug resistant Acinetobacter bacteremia and skin infection with Acinetobacter and Klebsiella and was treated with Tigecycline and Imipenam and new central line. Initially he had intolerance to Feeding and was started on metoclopramide and started on high protein and glutamine sachets and later managed with proburn formula feed. Initially for up to day7 he had positive fluid balance of up to 2-2.5 liter but later kept equal or on negative side since generalized swelling was present and had high CVP. Daily skin care was given by saline soaks or chlorhexidine soaks and banana leaves cleaned with chlorhexidine used over airbed sheet to avoid additional skin damage. Burn hood like instrument put anteriorly with bed sheet to cover body. Finally got discharged on day 25 with small wounds over his sacral region and both feet. CONCLUSION: Severe TEN case management requires a judicious use of Fluids and early appropriate treatment of secondary infections. Securing lines and dressing of wounds is challenging. But with a good supportive ICU care and Nutrition, mortality can be prevented as demonstrated in this case.","Dore C.A., Mathew M., Cherian S.",No DOI,Indian Journal Of Critical Care Medicine
Microparticle Based Microgel For The Study Of The Tumoral Microenvironment (Tme),"Background: Tissue engineering methodologies have been used to generate in vitro models that emulate the characteristics of different types of cancer, including lung cancer. Lung cancer stands out for its great capacity for dissemination and mortality, based in part on the great capacity of cancer cells to develop drug resistance and in part on the complexity of tumor microenvironment (TME). TME includes fibroblasts, cancer-associated fibroblasts (CAFs), endothelial cells, and the extracellular matrix components. The interactions between they determine the characteristic behavior of lung cancer. We propose to generate a threedimensional model for the in vitro study that allows us to better understand the interaction between CAFs, non-tumor fibroblasts and cancer cells. This system will allow not only to identify new possible pharmacological targets, but also to increase our knowledge regarding to the acquisition of drug resistance or the metastasis process. Methods: Alginate microspheres with a diameter around 250 μm were produced by microfluidics. The surface was coated with two bilayers of gelatin/alginate polyelectrolyte multilayer using a layer-by-layer, LbL, procedure. A covalent cross-linking of the coating was performed with glutaraldehyde followed by a treatment with glycine to inactivate remnant unreacted aldehyde groups. CAFs and non-tumor fibroblasts were isolated from 4 human lung cancer tumors. Cells were characterized by flow cytometry according to CD29, CD31, CD44, CD45, CD73, CD105, CD146, and STRO-1 expression. The cells were cultured with microparticle in DMEM cultured medium supplemented with 10% fetal bovine serum, penicillin, streptomycin and fungizone for 72 hours under orbital shaking. Agarose-coated cell culture wells were used to prevent cell adhesion to the plastic of the culture plates. Cell adhesion and morphological characteristics of CAFs and non-tumor fibroblasts were studied by fluorescence staining of F-acting using phalloidin-rhodamine. Vimentin, FSP1, type I collagen, and N-cadherin expression were analyzed by immunofluorescence and real time RT-PCR. Results: The isolated cells were positive for CD29, CD44, CD73, CD105 and CD146, and negative for CD31, CD45 and STRO-1. Significative differences in the expression of CD45 (18.45 ± 2.14 positive CAFs compared to 8.27 ± 1.15 positive non-tumoral fibroblasts) were found. After 72 hours of culture, the cells adhered to the microparticles. These cells showed a stellate morphology, with abundant actin stress fibers. Vimentin and FSP1 expression was significantly higher compared to that of cells cultured in the absence of microparticles. Likewise, a marked expression of type I collagen by the cells cultured on the microspheres was detected. No significant differences were observed between CAFs and non-tumor fibroblasts in relation to the proteins studied. Conclusion: The manufactured microparticles represent a suitable support for the culture of stromal cells isolated from lung cancer tumor tissue. The cells that adhered to the microparticles acquired a more marked secretory mesenchymal phenotype compared to that cells cultured in conventional 2D systems. This system will allow the generation of co-culture systems of CAFs and non-tumor fibroblasts in different ratios in a controlled manner, being a suitable in vitro system for the study of the effects of different drugs on stromal cells of TME.","Milian L., Martinez-Vallejo P., Monleon I., Garcia-Briega I., Rodenas J., Gomez Ribelles J.L., Sancho-Tello M., De Llano J.J.M., Carda C., Mata M.",No DOI,Tissue Engineering - Part A
