Title,Abstract,Authors,DOI,Journal
Microplastics From Face Masks: Unraveling Combined Toxicity With Environmental Hazards And Their Impacts On Food Safety,"Microplastics (MPs) refer to tiny plastic particles, typically smaller than 5 mm in size. Due to increased mask usage during COVID-19, improper disposal has led to masks entering the environment and releasing MPs into the surroundings. MPs can absorb environmental hazards and transfer them to humans and animals via the food chain, yet their impacts on food safety and human health are largely neglected. This review summarizes the release process of MPs from face masks, influencing factors, and impacts on food safety. Highlights are given to the prevalence of MPs and their combined toxicities with other environmental hazards. Control strategies are also explored. The release of MPs from face masks is affected by environmental factors like pH, UV light, temperature, ionic strength, and weathering. Due to the chemical active surface and large surface area, MPs can act as vectors for heavy metals, toxins, pesticides, antibiotics and antibiotic resistance genes, and foodborne pathogens through different mechanisms, such as electrostatic interaction, precipitation, and bioaccumulation. After being adsorbed by MPs, the toxicity of these environmental hazards, such as oxidative stress, cell apoptosis, and disruption of metabolic energy levels, can be magnified. However, there is a lack of comprehensive research on both the combined toxicities of MPs and environmental hazards, as well as their corresponding control strategies. Future research should prioritize understanding the interaction of MPs with other hazards in the food chain, their combined toxicity, and integrating MPs detection and degradation methods with other hazards.","Pei L., Sheng L., Ye Y., Sun J., Wang J.-S., Sun X.",10.1111/1541-4337.70042,Comprehensive Reviews In Food Science And Food Safety
Are Microplastics In Livestock And Poultry Manure An Emerging Threat To Agricultural Soil Safety?,"Microplastics (MPs) have attracted much attention in recent years, due to the difficulty of degradation and threats to ecological systems and humans. Based on the analysis of 1429 articles on MPs in soil, we found that we know little about the behavior and fate of manure-born MPs from the livestock and poultry production systems to agriculture soils. This review summarizes the analytical methods for sampling, separation, and identification and the occurrence of MPs in livestock and poultry manure, mainly based on 7 surveys related to manure-born MPs. Then, the sources, fate, and environmental risks of MPs in livestock and poultry manure are discussed. MPs, heavy metals, pathogens, antibiotic resistance genes, and persistent organic pollutants are common pollutants in livestock and poultry manure. Worse, manure-born MPs will become smaller, rougher, and more numerous and could easily form more toxic compound pollution after complicated processes of manure treatment, which seriously threatens agricultural soil safety. Finally, an outlook is offered for future research. We hope this article to attract attention to the risks of MPs in livestock and poultry manure and provide a reference for future research.","Long Y., Zhang Y., Zhou Z., Liu R., Qiu Z., Qiu Y., Li J., Wang W., Li X., Yin L., Wen X.",10.1007/s11356-024-31857-6,Environmental Science And Pollution Research International
The Effects Of Oral L-Arginine And L-Citrulline Supplementation On Blood Pressure,"Nitric oxide (NO) is a well-known vasodilator produced by the vascular endothelium via the enzyme endothelial nitric oxide synthase (eNOS). The inadequate production of NO has been linked to elevated blood pressure (BP) in both human and animal studies, and might be due to substrate inaccessibility. This review aimed to investigate whether oral administration of the amino acids l-arginine (Arg) and l-citrulline (Cit), which are potential substrates for eNOS, could effectively reduce BP by increasing NO production. Both Arg and Cit are effective at increasing plasma Arg. Cit is approximately twice as potent, which is most likely due to a lower first-pass metabolism. The current data suggest that oral Arg supplementation can lower BP by 5.39/2.66 mmHg, which is an effect that is comparable with diet changes and exercise implementation. The antihypertensive properties of Cit are more questionable, but are likely in the range of 4.1/2.08 to 7.54/3.77 mmHg. The exact mechanism by which Cit and Arg exert their effect is not fully understood, as normal plasma Arg concentration greatly exceeds the Michaelis constant (Km) of eNOS. Thus, elevated plasma Arg concentrations would not be expected to increase endogenous NO production significantly, but have nonetheless been observed in other studies. This phenomenon is known as the “l-arginine paradox”.","Khalaf D., Krüger M., Wehland M., Infanger M., Grimm D.",10.3390/nu11071679,Nutrients
Phage Treatment Of An Aortic Graft Infected With Pseudomonas Aeruginosa,"Management of prosthetic vascular graft infections caused by Pseudomonas aeruginosa can be a significant challenge to clinicians. These infections often do not resolve with antibiotic therapy alone due to antibiotic resistance/tolerance by bacteria, poor ability of antibiotics to permeate/reduce biofilms and/ or other factors. Bacteriophage OMKO1 binding to efflux pump proteins in P. aeruginosa was consistent with an evolutionary trade-off: wildtype bacteria were killed by phage whereas evolution of phage-resistance led to increased antibiotic sensitivity. However, phage clinical-use has not been demonstrated. Here, we present a case report detailing therapeutic application of phage OMKO1 to treat a chronic P. aeruginosa infection of an aortic Dacron graft with associated aorto-cutaneous fistula. Following a single application of phage OMKO1 and ceftazidime, the infection appeared to resolve with no signs of recurrence.","Chan B.K., Turner P.E., Kim S., Mojibian H.R., Elefteriades J.A., Narayan D.",10.1093/emph/eoy005,"Evolution, Medicine And Public Health"
Acquisition And Clearance Of Multidrug Resistant Acinetobacter Baumannii On Healthy Young Adults Concurrently Burned In A Dust Explosion In Taiwan: The Implication For Antimicrobial Stewardship,"Background: Information is limited about the effect of restricted carbapenem use on clearance of multi-drug resistant Acinetobacter baumannii (MDRAB). We sought to determine the time effect of antibiotic exposure on multi-drug resistant Acinetobacter baumannii (MDRAB) acquisition and clearance. Methods: We conducted a retrospective observational study at the intensive care units of a tertiary medical center. Forty-two of a cohort of previously healthy young adults who were concurrently burned by a dust explosion was included. Cases consisted of those from whom MDRAB was isolated during hospitalization. Controls consisted of patients from whom MDRAB was not isolated in the same period. Use of antimicrobial agents was compared based on days of therapy per 1,000 patient-days (DOT/1,000PD). A 2-state Markov multi-state model was used to estimate the risk of acquisition and clearance of MDRAB. Results: MDRAB was discovered in 9/42 (21.4%) individuals. The cases had significantly higher use of carbapenem (652 DOT/1,000PD vs. 385 DOT/1,000PD, P < 0.001) before MDRAB isolation. For the cases, clearance of MDRAB was associated with lower use of carbapenem (469 DOT/1,000PD vs. 708 DOT/1,000PD, P = 0.003) and higher use of non-carbapenem beta-lactam (612 DOT/1,000PD vs. 246 DOT/1,000PD, P <0.001). In multi-state model, each additional DOT of carbapenem increased the hazard of acquiring MDRAB (hazard ratio (HR), 1.08; 95% confidence interval (CI) 1.01-1.16) and each additional DOT of non-carbapenem beta-lactam increased the protection of clearing MDRAB (HR, 1.25; 95% CI 1.07-1.46). Conclusions: Both acquisition and clearance of MDRAB were related to antibiotic exposure in a homogeneous population. Our findings suggest that early discontinuation of carbapenem could be an effective measure in antibiotic stewardship for the control of MDRAB spreading.","Huang P.-Y., Shie S.-S., Ye J.-J., Lin S.-P., Liu T.-P., Wu T.-S., Wu T.-L., Chuang S.-S., Cheng M.-H., Hsieh Y.-C., Huang C.-T.",10.1186/s12879-017-2682-4,Bmc Infectious Diseases
Paclitaxel-Loaded Star-Shaped Copolymer Nanoparticles For Enhanced Malignant Melanoma Chemotherapy Against Multidrug Resistance,"Malignant melanoma (MM) is the most dangerous type of skin cancer with annually increasing incidence and death rates. However, chemotherapy for MM is restricted by low topical drug concentration and multidrug resistance. In order to surmount the limitation and to enhance the therapeutic effect on MM, a new nanoformulation of paclitaxel (PTX)-loaded cholic acid (CA)-functionalized star-shaped poly(lactide-co-glycolide) (PLGA)-d-α-tocopheryl polyethylene glycol 1000 succinate (TPGS) nanoparticles (NPs) (shortly PTX-loaded CA-PLGA-TPGS NPs) was fabricated by a modified method of nanoprecipitation. The particle size, zeta potential, morphology, drug release profile, drug encapsulation efficiency, and loading content of PTX-loaded NPs were detected. As shown by confocal laser scanning, NPs loaded with coumarin-6 were internalized by human melanoma cell line A875. The cellular uptake efficiency of CA-PLGA-TPGS NPs was higher than those of PLGA NPs and PLGA-TPGS NPs. The antitumor effects of PTX-loaded NPs were evaluated by the MTT assay in vitro and by a xenograft tumor model in vivo, demonstrating that star-shaped PTX-loaded CA-PLGA-TPGS NPs were significantly superior to commercial PTX formulation Taxol®. Such drug delivery nanocarriers are potentially applicable to the improvement of clinical MM therapy.","Su Y., Hu J., Huang Z., Huang Y., Peng B., Xie N., Liu H.",10.2147/DDDT.S127328,"Drug Design, Development And Therapy"
Cancer Cell Plasticity: Rapid Reversal Of Chemosensitivity And Expression Of Stemness Markers In Lung And Breast Cancer Tumorspheres,"In cancer cells, the reversible nature of the stemness status in terms of chemoresistance has been poorly characterized. In this study, we have simulated one cycle of environmental conditions to study such reversibility by first generating floating tumorspheres (FTs) from lung and breast cancer cells by culturing them in serum-free media without the addition of any external mitogenic stimulation, and subsequently (after 2 weeks) re-incubating them back in serum-containing media to simulate routine culture conditions (RCCs). We found that cancer cells are extremely plastic: cells grown under RCCs become multidrug-resistant when grown as FTs, but upon re-incubation under RCCs quickly re-attach and lose the acquired resistance. These phenotypic changes are accompanied by concomitant changes in the expression of key proteins associated with multiple pathways important for chemoresistance, survival, and stemness maintenance. Therefore, our strategy provides an excellent experimental model to study environmental factors that modulate the plasticity of cancer cells. J. Cell. Physiol. 232: 2280–2286, 2017. © 2016 Wiley Periodicals, Inc.","Yakisich J.S., Azad N., Kaushik V., Iyer A.K.V.",10.1002/jcp.25725,Journal Of Cellular Physiology
High-Resolution Nmr Studies Of Antibiotics In Cellular Membranes,"The alarming rise of antimicrobial resistance requires antibiotics with unexploited mechanisms. Ideal templates could be antibiotics that target the peptidoglycan precursor lipid II, known as the bacterial Achilles heel, at an irreplaceable pyrophosphate group. Such antibiotics would kill multidrug-resistant pathogens at nanomolecular concentrations without causing antimicrobial resistance. However, due to the challenge of studying small membrane-embedded drug–receptor complexes in native conditions, the structural correlates of the pharmaceutically relevant binding modes are unknown. Here, using advanced highly sensitive solid-state NMR setups, we present a high-resolution approach to study lipid II-binding antibiotics directly in cell membranes. On the example of nisin, the preeminent lantibiotic, we show that the native antibiotic-binding mode strongly differs from previously published structures, and we demonstrate that functional hotspots correspond to plastic drug domains that are critical for the cellular adaptability of nisin. Thereby, our approach provides a foundation for an improved understanding of powerful antibiotics.","Medeiros-Silva J., Jekhmane S., Paioni A.L., Gawarecka K., Baldus M., Swiezewska E., Breukink E., Weingarth M.",10.1038/s41467-018-06314-x,Nature Communications
The Effect Of Chemical Hemodynamic Regulation On The Survival Of Arterialized Venous Flaps,"The role of nitric oxide (NO) on the microcirculation of arterialized venous flaps (AVFs) remains controversial. We aimed to investigate the effect of hemodynamic regulation using nitric oxide synthase (NOS) inhibitor and its agonist as a chemical intervention on the survival of AVF. A 10 × 8 cm arterialized venous flap was designed symmetrically on the rabbit abdomen. Thirty-six rabbits were used and randomly divided into three groups: control group, L-arg group and L-NAME group, respectively. The L-arg group and the L-NAME group received intraperitoneal injections of L-arginine (a NOS agonist, 1 g/kg/d) and L-NAME (nitro-L-arginine-methyl ester, a NOS inhibitor, 50 mg/kg/d) respectively, whereas the control group received intraperitoneal injections of the same amount of saline. Flap viability, water content, status of vascular perfusion and gene expression of eNOS and HIF-1α in each group were observed and analyzed. The average value of water content (venous congestion) in the L-arg group was the highest in comparison with the control group and the L-NAME group with a statistically significant difference (all p < .001). Similar results regarding blood perfusion state, gene expression of eNOS and HIF-1α and flap survival status were found among the three groups. The early application of L- NAME as a chemical hemodynamic intervention could stop the cascade of flap swelling, congestion and necrosis due to overexpression of NO and be beneficial to the AVF survival. Our findings may develop a new strategy as a solution for the inconsistent survival of AVFs.","Zhao B., Poonit K., Zhou X., Yao C., Sun C., Yan H.",10.1080/2000656X.2018.1550418,Journal Of Plastic Surgery And Hand Surgery
"Silver Nanoparticles In The Environment: Sources, Detection And Ecotoxicology","The environmental impact of silver nanoparticles (AgNP) has become a topic of interest recently, this is due to the fact that AgNPs have been included in numerous consumer products including textiles, medical products, domestic appliances, food containers, cosmetics, paints and nano-functionalised plastics. The production, use and disposal of these AgNP containing products are potential routes for environmental exposure. These concerns have led to a number of studies investigating the release of particles from nano-functionalised products, the detection of the particles in the aquatic environment and the potential environmental toxicology of these AgNPs to aquatic organisms. The overall aim of this review is to examine methods for the capture and detection of AgNPs, potential toxicity and transmission routes in the aquatic environment.","Mcgillicuddy E., Murray I., Kavanagh S., Morrison L., Fogarty A., Cormican M., Dockery P., Prendergast M., Rowan N., Morris D.",10.1016/j.scitotenv.2016.10.041,Science Of The Total Environment
"The Influence Of Topically Administered Heparin On Peripheral Microcirculation Of The Skin: A Double-Blind, Randomized, Controlled Preliminary Study On 50 Healthy Subjects","Background Venous thrombosis is the most common cause of flap failure in the first days after surgery. Although heparin is one of the most important antithrombotic substances and is implemented in the therapy of various diseases, there are only a few studies addressing its topical administration in the field of flap surgery. Especially, very little is known about the effects of topical heparin and its impact on microcirculation. In this study we evaluated to what extent topically administered heparin influences skin microcirculation (capillary venous oxygen saturation SO2, blood filling of microvessels, blood flow, and velocity) in healthy subjects. Methods Skin perfusion parameters on the forearm were measured with the O2C device in a double-blinded, controlled, and randomized study with 50 healthy subjects after administration of heparin ointment in three different concentrations and a control ointment (dexpanthenol). Results Topically administrated heparin slightly increased SO2 (max. 187 ± 285 SD or standard deviation % vs. 145 ± 129 SD %), flow (max. 264 ± 427 SD % vs. 151.74 ± 111 SD %), and velocity (max. 153 ± 149 SD % vs. 122 ± 56 SD %) after an incubation time of 60 minutes in comparison to control. No statistically significant difference could be detected regarding heparin concentration. Conclusion As a first important step in possible future implementing of heparin as a topical administration in flap surgery, our data-although not statistically significant-indicate that heparin can improve microcirculation (SO2, flow) in healthy subjects. Nevertheless, further research in subjects with impaired microcirculation is necessary.","Denzinger M., Held M., Amr A., Krauβ S., Bender D., Daigeler A., Wenger A.",10.1055/s-0041-1726028,Journal Of Reconstructive Microsurgery
The Impact Of Age On Perioperative Complications After Extremity Reconstruction With The Free Gracilis Flap: A Retrospective Cohort Study Involving 153 Patients,"Background The need for plastic and reconstructive surgery on elderly patients has been on the rise due to an increase in life expectancy in the past decades. Therefore, a study was conducted on young and elderly patients following microsurgical extremity reconstructions with free gracilis muscle flaps with the primary aim to investigate the influence of age and the American Society of Anesthesiologists (ASA) score on the general outcome, as well as surgical and medical complications. Methods A retrospective analysis of 153 patients receiving free gracilis muscle flaps for extremity reconstructions between November 2009 and January 2018 was performed at two partner institutions specialized in microsurgical reconstructions. A logistic regression analysis was performed to correlate age and the ASA score with postoperative complication probability. Patients younger than 70 years were directly compared with elderly patients with respect to age, gender, ASA score, preexisting comorbidities, localization, and postoperative medical and surgical complications. Results Age turned out to be not significantly associated with major flap complications (p = 0.925) but with higher ASA scores (p = 0.016). However, an age-related significant increase in minor flap complications could be observed in the elderly (p = 0.008). A significant correlation between minor medical complications and age could be observed (p = 0.001) in contrast to ASA score (p = 0.912). Conclusion An increased minor flap, as well as minor and major medical complications, must be expected in extremity reconstructions with free gracilis flaps in elderly patients. Higher ASA scores correlate with a higher incidence of major flap complications. Septuagenarians are more prone to develop perioperative major medical complications than patients younger than 70 years. Age and general medical condition, coupled with the performance of each patient, should be thoroughly assessed individually to facilitate a tailored reconstructive approach using risk assessment tools and established scoring systems.","Weitgasser L., Amr A., Hladik M., Wechselberger G., Daigeler A., Schoeller T., Medved F.",10.1055/s-0038-1677455,Journal Of Reconstructive Microsurgery
Incorporating Environmental Impacts Into The Economic Evaluation Of Health Care Systems: Perspectives From Ecological Economics,"Health care is responsible for a range of negative environmental impacts, including greenhouse gas emissions, air pollution, plastics waste, and pharmaceutical pollution of ecosystems through excretion and inappropriate disposal. Evidence on the scale of these impacts has been growing in high-income countries. To date, there has been only limited discussion of how environmental impacts might be incorporated into economic evaluations of health care programs, including health technology assessment. This paper considers why and how this aim might be achieved, using perspectives from both mainstream and ecological economics. There are strong arguments for using economic evaluation to internalise the negative environmental externalities currently being generated by health care, as well as precautionary arguments for health systems to better understand their exposure to their environmental impacts. The paper tests the feasibility of incorporating the costs of greenhouse gas emissions within costing for economic evaluation, and concludes that the use of shadow prices to achieve this aim is feasible. It suggests that this cost-based approach is preferable to more convoluted attempts to incorporate environmental impacts in the outcome component of health economic evaluations. The interaction between overuse, antimicrobial resistance and environmental harms of health care is identified as an area that would benefit from investigation using innovative economic methods.",Hensher M.,10.1016/j.resconrec.2019.104623,"Resources, Conservation And Recycling"
Hypoxia-Sensitive Micellar Nanoparticles For Co-Delivery Of Sirna And Chemotherapeutics To Overcome Multi-Drug Resistance In Tumor Cells,"Recently, it has been discovered that the PEG layer on nanoparticle surface can create steric hindrance, preventing efficient cellular uptake of PEGylated nanoparticles. Thus, it would be ideal to have a nanoparticle system that sheds the PEG layer upon reaching the tumor microenvironment. Hypoxia, which is a hallmark of cancerous tumors, can be used as a trigger to shed the PEG layer from the nanoparticle surface. In this study, a hypoxia-sensitive PEG-azobenzene-PEI-DOPE (PAPD) construct, with an azobenzene group as a hypoxia-sensitive moiety, was prepared. The feasibility of co-delivering Doxorubicin (Dox) and anti-P-gp siRNA (siPgp) using the PAPD nanoparticles was evaluated in monolayers of the Adriamycin-resistant human ovarian cancer cell line, A2780 ADR, and in 3D spheroids of the multidrug-resistant human breast cancer cell line, MCF7 ADR. Under hypoxic conditions, the PAPD nanoparticles showed up to a 60% increase in cellular uptake by monolayers and a significantly greater tumor penetration in a spheroid model. siPgp, when delivered using PAPD nanoparticles, showed up to a 60% P-gp downregulation under hypoxic conditions. The combination of siPgp and Dox delivered using PAPD nanoparticles led to an 80% cytotoxicity in cell monolayers and 20% cytotoxicity in spheroids under hypoxic conditions. In this research, a novel hypoxia-sensitive nanoparticle system was developed that demonstrated improved delivery of an encapsulated cargo and augmented cytotoxicity on multidrug-resistant cancer cells under hypoxic conditions.","Joshi U., Filipczak N., Khan M.M., Attia S.A., Torchilin V.",10.1016/j.ijpharm.2020.119915,International Journal Of Pharmaceutics
Polyethylene Glycol Coatings On Plastic Substrates For Chemically Defined Stem Cell Culture,"Human mesenchymal stem cells (hMSCs) are a widely available and clinically relevant cell type with a host of applications in regenerative medicine. Current clinical expansion methods can lead to selective changes in hMSC phenotype potentially resulting from relatively undefined cell culture surfaces. Chemically defined synthetic surfaces can aid in understanding the influence of cell-material interactions on stem cell behavior. Here, a thin copolymer coating for hMSC culture on plastic substrates is developed. The random copolymer is synthesized by living free radical polymerization and characterized in solution before application to the substrate, ensuring a homogeneous coating and limiting the sample-to-sample variations. The ability to coat multiple substrate types and cover large surface areas is reported. Arg-Gly-Asp-containing peptides are incorporated into the coating under aqueous conditions via their lysine or cysteine side chains, resulting in amide and thioester linkages, respectively. Stability studies show amide linkages to be stable and thioester linkages to be labile under standard serum-containing culture conditions. In addition, chemically defined passaging of hMSCs using only ethylenediaminetetraacetic acid on polystyrene dishes is shown. After passage, the hMSCs can be seeded back onto the same plate, indicating potential reusability of the coating. A thermally crosslinkable polymer coating, which is compatible with plastic substrates, provides a chemically defined substrate for human stem cell culture. The coating is applied to large areas using low concentrations of Arg-Gly-Asp peptides. Chemically defined passage is demonstrated, as is the ability to tailor the peptide stability through either thioester or amide peptide-polymer bonds.","Schmitt S.K., Xie A.W., Ghassemi R.M., Trebatoski D.J., Murphy W.L., Gopalan P.",10.1002/adhm.201500191,Advanced Healthcare Materials
Collateral Effects Of Microplastic Pollution On Aquatic Microorganisms: An Ecological Perspective,"Microplastics (MP) provide a unique and extensive surface for microbial colonization in aquatic ecosystems. The formation of microorganism-microplastic complexes, such as biofilms, maximizes the degradation of organic matter and horizontal gene transfer. In this context, MP affect the structure and function of microbial communities, which in turn render the physical and chemical fate of MP. This new paradigm generates challenges for microbiology, ecology, and ecotoxicology. Dispersal of MP is concomitant with that of their associated microorganisms and their mobile genetic elements, including antibiotic resistance genes, islands of pathogenicity, and diverse metabolic pathways. Functional changes in aquatic microbiomes can alter carbon metabolism and food webs, with unknown consequences on higher organisms or human microbiomes and hence health. Here, we examine a variety of effects of MP pollution from the microbial ecology perspective, whose repercussions on aquatic ecosystems begin to be unraveled.","Arias-Andres M., Rojas-Jimenez K., Grossart H.-P.",10.1016/j.trac.2018.11.041,Trac - Trends In Analytical Chemistry
Subeschar Culture Using A Punch Instrument In Unstageable Wounds,"Background A patient’s overall condition sometimes does not allow for the complete removal of a dead eschar or injured slough in cases involving a pressure-injury skin lesion. This frequently occurs in clinical practice, particularly in bedridden and older patients receiving home care or intensive care. Even after debridement, it is also difficult to manage open exu-dative wounds in these patients. Nevertheless, when a mature or immature eschar is treated without proper debridement, liquefaction necrosis underneath the eschar or slough tends to reveal a large, open wound with infectious exudates. We hypothesized that if the presence of any bacteria under the eschar can be evaluated and the progression of the presumed infection of the subeschar can be halted or delayed without creating an open wound, the final wound can be small, shallow, and uninfected. Methods Using a punch instrument, we performed 34 viable subeschar tissue cultures with a secure junction between the eschar and the normal skin. Results The bacterial study had 29 positive results. Based on these results and the patient’s status, appropriate antibiotics could be selected and administered. The use of suitable antibiotics led to relatively shallow and small exposed wounds. Conclusions This procedure could be used to detect potentially pathogenic bacteria hidden under black or yellow eschars. Since subeschar infections are often accompanied by multi-drug-resistant bacteria, the early detection of hidden infections and the use of appropriate antibiotics are expected to be helpful to patients.","Jung H.B., Lee Y.J.",10.5999/aps.2019.01641,Archives Of Plastic Surgery
Biodegradation And Antimicrobial Capability-Induced Heavy Metal Resistance Of The Marine-Derived Actinomycetes Nocardia Harenae Jjb5 And Amycolatopsis Marina Jjb11,"Currently, heavy metal-resistant (HMR) marine actinomycetes have attracted much attention worldwide due to their unique capabilities. In this study, 27 marine-derived actinomycetes were isolated from coastal beaches in the Arabian Gulf of Al-Jubail in Saudi Arabia and screened for resistance to 100 mg/L of the heavy metals Cd2+, Cr6+, Cu2+, Fe2+, Pb2+, and Ni2+ using different assay techniques. Six isolates were selected as HMRs, of which two isolates, JJB5 and JJB11, exhibited the highest maximum tolerance concentrations (200- > 300 mg/L). Both isolates were the highest among six-HMR screened for their biodegradation potential of plastics low-density polyethylene, polystyrene, and polyvinyl chloride, recording the highest weight loss (15 ± 1.22 - 65 ± 1.2%) in their thin films. They also showed the highest biodegradability of the pesticides acetamiprid, chlordane, hexachlorocyclohexane, indoxacarb and lindane, indicating promising removal capacities (95.70-100%) for acetamiprid and indoxacarb using HPLC analysis. Additionally, the cell-free filtrate (CFF) of both isolates displayed the highest antimicrobial activity among the six-HMR screened against a variety of microbial test strains, recording the highest inhibition zone diameters (13.76 ± 0.66 - 26.0 ± 1.13 mm). GC‒MS analyses of the ethyl acetate extract of their CFFs revealed the presence of diverse chemical compounds with a multitude of remarkable biological activities. Based on their spore morphology and wall-chemotype, they were assigned to the nocardioform-actinomycetes. Furthermore, their phenotypic characteristics, together with 16S rRNA gene sequencing (OR121525-OR121526), revealed them as Nocardia harenae JJB5 and Amycolatopsis marina JJB11. Our results suggest that marine HMR actinomycetes are promising candidates for various biotechnological applications.","El-Sayed M.H., Abdellatif M.M., Mostafa H.M., Elsehemy I.A., Kobisi A.E.-N.A.",10.1007/s11274-024-04006-x,World Journal Of Microbiology & Biotechnology
Ceftriaxone-Resistant Aeromonas Hydrophila Infection Following Leech Therapy: A New Resistant Strain,"We report a case of ceftriaxone-resistant Aeromonas hydrophila infection in a 32-year-old man after medicinal leech therapy. The patient underwent a free gracilis muscle flap for dorsal foot soft tissue reconstruction. Because of persistent congestion after venous revision, medicinal leech therapy was initiated to aid in flap salvage. Intravenous ceftriaxone was administered prior to application of leeches for prophylaxis against A. hydrophila. Leech therapy was discontinued after 1 week, and ceftriaxone was discontinued 24 hours thereafter. An infection developed despite being on appropriate antibiotics. Culture sensitivities indicated that A. hydrophila was resistant to ceftriaxone.","Bykowski M.R., Zhu X., Diaz-Garcia R.",10.1097/SAP.0000000000001540,Annals Of Plastic Surgery
Nontoxic Three-Part Combination Local Wound Therapy To Eradicate Carbapenem-Resistant Klebsiella Pneumoniae,"This case report describes eradication of carbapenem-resistant Klebsiella pneumoniae from an ischial pressure injury in a patient who underwent a 3-week course of nontoxic three-part combination local wound therapy. With this therapy, providers prevented systemic spread of this multidrug-resistant pathogen and avoided the nephrotoxicity associated with conventional triple antibiotic therapy.","Kim N., Murphy M., Choudry U.",10.1097/01.ASW.0000546119.25057.53,Advances In Skin & Wound Care
"Antimicrobial Susceptibility Of Plastic-Associated Bacteria Isolated From The Ocean To Novel Antibiotics (Delafloxacin, Meropenem/Vaborbactam, Ceftolozane/Tazobactam, Ceftobiprole) - Can Environmental Bacteria Be Predictors Of Persistence Of Antibiotic Activity In Clinical Pathogens?",No Abstract,"Moore R.E., Millar B.C., Moore J.E.",10.1016/j.ijheh.2020.113498,International Journal Of Hygiene And Environmental Health
April/Blys Deficient Rats Prevent Donor Specific Antibody (Dsa) Production And Cell Proliferation In Rodent Kidney Transplant Model,"APRIL (A proliferation inducing ligand) and BLyS (B Lymphocyte Stimulator) are two critical survival factors for B lymphocytes and plasma cells, the main source of alloantibody. We sought to characterize the specific effects of these cytokines in a kidney transplant model of antibody mediated rejection (AMR). We engineered APRIL(-/-) and BLyS(-/-) Lewis rats using CRISPR/Cas9. APRIL(-/-) and BLyS(-/-) rats were sensitized with Brown Norway (BN) blood (complete MHC mismatch). Twenty-one days following sensitization, animals were harvested and collected tissues were analyzed using flow cytometry, ELISPOT, and immunohistochemistry. Flow cross match and a 3 day mixed lymphocyte reaction (MLR) was performed to assess donor specific antibody (DSA) production and T-cell proliferation, respectively. Sensitized dual knock out Lewis rats (APRIL(-/-)/BLyS(-/-)) underwent kidney transplantation and were sacrificed on day 7 post-transplant. Sensitized BLyS(-/-) had significant decreases in DSA and cell proliferation compared to WT and APRIL(-/-) (p<0.02). Additionally, BLyS(-/-) rats had a significant reduction in IgG secreting cells in splenic marginal zone B lymphocytes, and in cell proliferation when challenged with alloantigen compared to WT and APRIL(-/-). Transplanted APRIL(-/-)/BLyS(-/-) rodents had significantly less DSA and antibody secreting cells compared to WT (p<0.05); however, this did not translate into a significant difference in AMR seen between groups. In summary, our studies suggest that APRIL and BLyS play a greater role in DSA generation rather than AMR, highlighting the role of cellular pathways that regulate AMR.","Bath N.M., Verhoven B.M., Wilson N.A., Zeng W., Zhong W., Coons L., Djamali A., Redfield R.R.",10.1371/journal.pone.0275564,Plos One
"Surveillance For And Susceptibility Of Acinetobacter Baumannii In A Large Hospital And Burn Center In Shanghai, China, 2007-2013","Knowledge of epidemiology and microbial resistance helps clinicians carry out appropriate infection control strategies. A retrospective study in a comprehensive hospital, including a burn center, and using CHINET (the surveillance system for bacterial epidemiology and resistance in China) from 2007-2013 revealed that gram-negative Acinetobacter baumannii in the burn center demonstrated higher resistance rates to ceftazidime, amikacin, ciprofloxacin, imipenem, and cefoperazone-sulbactam compared with the hospital and CHINET data. The high rate of antibiotic use in the burn center may have contributed to these results.","Guo H., Qin J., Xiang J.",10.1016/j.ajic.2016.06.014,American Journal Of Infection Control
Invasive Non-Candida Fungal Infections In Acute Burns-A 13-Year Review Of A Single Institution And Review Of The Literature,"The past decade has demonstrated increased burn wound infections with atypical invasive fungal organisms. The range of previously regiospecific organisms has expanded, and plant pathogens are increasingly represented. Our institution sought to examine changes in severe fungal non-Candida infections in our patients, via retrospective review of patients admitted to our burn center from 2008 to 2021. We identified 37 patients with atypical invasive fungal infections. Non-Candida genera included Aspergillus (23), Fusarium (8), Mucor (6), and 13 cases of 11 different species, including the second-ever human case of Petriella setifera. Three fungi were resistant to at least one antifungal. Concomitant infections included Candida (19), Staphylococcus and Streptococcus (14), Enterococcus and Enterobacter (13), Pseudomonas (9), and 14 additional genera. Complete data was available for 18 patients, who had a median of 3.0 (IQR 8.5, range 0-15) additional bacteria required a median of 1 (IQR 7, range 0-14) systemic antibacterials and 2 (IQR 2.5, range 0-4) systemic antifungals. One case of total-drug-resistant Pseudomonas aeruginosa required bacteriophage treatment. One case of Treponema pallidum was found in infected burn wound tissue. Every patient required Infectious Disease consultation. Eight patients became bacteremic and one developed Candida fermentatifungemia. There were five patient deaths (13.8%), all due to overwhelming polymicrobial infection. Burn patients with atypical invasive fungal infections can have severe concomitant polymicrobial infections and multidrug resistance with fatal results. Early Infectious Disease consultation and aggressive treatment is critical. Further characterization of these patients may provide better understanding of risk factors and ideal treatmentpatterns.","Akhavan A.A., Shamoun F., Lagziel T., Rostami S., Cox C.A., Cooney C.M., Sood G., Hultman C.S., Caffrey J.A.",10.1093/jbcr/irad105,Journal Of Burn Care And Research
